总数,直播间url,直播间ID,标题,状态,是否上架,添加时间,开始时间,zbID,直播类型,enc_tpid,播放url
5806,https://inter.dayilive.com/live/page/666976295,666976295,0511 元化南京第一医院骨科手术机器人专项能力培训班,0,是,2024-05-06 10:17:38,2024-05-11 09:40:00,11749549,0,D9874C7C952BF72FB3461C72562AC42B,https://pull-hs1.vzan.com/11749549/528856391034740789/replay.1715407228.30159558.m3u8?zbid=11749549&tpid=666976295&type=0
5806,https://inter.dayilive.com/live/page/304560463,304560463,0507 云南省骨科与运动康复临床医学研究中心｜云南省医学会骨科学分会｜云南省医学会数字医学分会｜云南省骨科专科联盟“昆华论骨”系列学术活动（26期）之脊柱肿瘤专题,0,是,2024-05-05 11:24:16,2024-05-07 08:00:00,11749549,0,8CBA5A1AEAAE271E3DDA267FB3746B96,https://qvod2.vzan.com/clip/11749549/304560463/ee9b628ccd4548ceabb2b8967524401d.m3u8?zbid=11749549&tpid=304560463&type=0
5806,https://inter.dayilive.com/live/page/1379240956,1379240956,赵国栋教授、周斌教授、王继生教授｜温州医科大学附属第二医院,0,是,2024-04-30 16:29:14,2024-05-10 08:30:00,11749549,0,99B1CD9DE8D8E6B194D8E2F16B0882BA,https://qvod2.vzan.com/clip/11749549/1379240956/7bbd5d98288943518ad848df5d83c092.m3u8?zbid=11749549&tpid=1379240956&type=0
5806,https://inter.dayilive.com/live/page/936606206,936606206,王恺教授｜南昌大学第二附属医院,0,是,2024-04-30 16:28:19,2024-05-10 08:30:00,11749549,0,E6E6529C964C320392132FC6443270DF,https://qvod2.vzan.com/clip/11749549/936606206/0f0ab16bbf284c819651c2ce982817a7.m3u8?zbid=11749549&tpid=936606206&type=0
5806,https://inter.dayilive.com/live/page/1708312769,1708312769,尹新民教授、李云峰教授｜湖南省人民医院,0,是,2024-04-30 16:19:26,2024-05-10 08:30:00,11749549,0,2438D93653BD564D16D0B56EC7FD26DD,https://qvod2.vzan.com/clip/11749549/1708312769/30d44eaf0b3c46f2b8b4720828dcd5f6.m3u8?zbid=11749549&tpid=1708312769&type=0
5806,https://inter.dayilive.com/live/page/1281331573,1281331573,0509 下胫腓联合不稳的诊断和治疗｜魏民【解放军总医院骨科医学部进修讲堂·第七期】,0,是,2024-04-30 15:30:16,2024-05-09 19:30:00,11749549,0,85AD7C66F60BEA8D4B621FC4307C726B,https://qvod2.vzan.com/clip/11749549/1281331573/d5d1455a92274c9ea20818fa26d11864.m3u8?zbid=11749549&tpid=1281331573&type=0
5806,https://inter.dayilive.com/live/page/347388637,347388637,28、腹腔镜下解剖性S78d切除,0,是,2024-04-30 15:18:19,2024-04-30 15:19:57,11749549,2,9E2280978EB0ACDEB92D5B3E33CFD115,https://material-tx.vzan.com/live/11749549/mps/20240430/69dfc5da90714ae7a755f2db17ef5c2c/3a03fb6ed88a45cea5a5e12bf4081955.m3u8?zbid=11749549&tpid=347388637&type=0
5806,https://inter.dayilive.com/live/page/613451928,613451928,0507 保髋专家论坛｜青少年与成人的保髋治疗第七季第54期：髋关节外科脱位手术技术,0,是,2024-04-30 10:43:30,2024-05-07 19:00:00,11749549,0,FCD43D4AA52287EFEC2E9293D42D38DC,https://qvod2.vzan.com/clip/11749549/613451928/f7933872254d4e538a52fcc41149f8c3.m3u8?zbid=11749549&tpid=613451928&type=0
5806,https://inter.dayilive.com/live/page/121529833,121529833,0506 午间一点半点·康复分享会·第97期：腕关节损伤&尺骨撞击综合征,0,是,2024-04-30 10:38:17,2024-05-06 13:00:00,11749549,0,37F5C9852BF97F5CFBD9CC96BF1A2F1D,https://qvod2.vzan.com/clip/11749549/121529833/249dbe069ec44dbab5c63c05866d63a9.m3u8?zbid=11749549&tpid=121529833&type=0
5806,https://inter.dayilive.com/live/page/1280006584,1280006584,0510 NRR杂志热点追踪线上论坛｜Cell文章共一作者江汉大学夏亦元教授解读帕金森病相关的PET示踪剂开发现状,0,是,2024-04-29 15:19:00,2024-05-10 20:00:00,11749549,0,6CAAC0248446E3043BC8F080A6AEEB0E,https://qvod2.vzan.com/clip/11749549/1280006584/a82950a7a3684bba8205b816c5afff5a.m3u8?zbid=11749549&tpid=1280006584&type=0
5806,https://inter.dayilive.com/live/page/556337884,556337884,赵国栋｜机器人胰腺瘘道空肠Roux-en-Y吻合术（胰腺局部切除术后胰漏、多次ERCP主胰管置管失败后）,0,是,2024-04-28 18:31:54,2024-04-28 20:31:54,11749549,0,B36D609DB3FFC79B7A33110030E8781E,https://qvod2.vzan.com/clip/11749549/556337884/eb975697f23b4047ac987db29824fc45.m3u8?zbid=11749549&tpid=556337884&type=0
5806,https://inter.dayilive.com/live/page/1918685972,1918685972,徐晓武｜腹腔镜胰十二指肠切除（CoE参访演示病例）,0,是,2024-04-28 10:55:01,2024-04-28 12:55:01,11749549,0,1B457019419ED40366993BC8CBF8ACC9,https://qvod2.vzan.com/clip/11749549/1918685972/f7c242ee14154282a7e7775a89d377c1.m3u8?zbid=11749549&tpid=1918685972&type=0
5806,https://inter.dayilive.com/live/page/215602093,215602093,4月27日 主会场手术直播间｜国家骨科与运动康复临床医学研究中心河南分中心揭牌仪式暨科技志愿服务行郑州行系列手术直播,0,是,2024-04-26 15:23:49,2024-04-27 12:00:00,11749549,0,D6697FF5406E33A23EE3BD0324BE5884,https://qvod2.vzan.com/clip/11749549/215602093/dab15d435df24a51b1beb84cc9b51d5f.m3u8?zbid=11749549&tpid=215602093&type=0
5806,https://inter.dayilive.com/live/page/1185116633,1185116633,0429 午间一点半点·康复分享会·第96期：创伤后肘关节僵硬&肘关节异位骨化,0,是,2024-04-26 12:14:41,2024-04-29 13:00:00,11749549,0,D74AEE9C6AED78DDF3898D1EA3BE24A1,https://pull-hs1.vzan.com/11749549/962760425217614439/replay.1714370768.67910716.m3u8?zbid=11749549&tpid=1185116633&type=0
5806,https://inter.dayilive.com/live/page/365594021,365594021,0428 第195期精讲会【骨盆骨折篇】,0,是,2024-04-25 13:44:31,2024-04-28 19:00:00,11749549,0,9C230FC2E7FD130CAB604824D8D98CC3,https://qvod2.vzan.com/clip/11749549/365594021/17e935a4ccf84a3fa419d310166c6b82.m3u8?zbid=11749549&tpid=365594021&type=0
5806,https://inter.dayilive.com/live/page/1214469729,1214469729,0430 2024年北京康复医学会青年工作委员会第二十二期文献导读,0,是,2024-04-23 09:07:06,2024-04-30 19:00:00,11749549,0,113B07ADBBF4F522E8F0F876588B7883,https://qvod2.vzan.com/clip/11749549/1214469729/0ce051f4dab441b1ac9569ff3a754f6f.m3u8?zbid=11749549&tpid=1214469729&type=0
5806,https://inter.dayilive.com/live/page/896620918,896620918,0424 桡动脉解剖及其临床应用｜唐山二院解剖课堂,0,是,2024-04-22 17:18:03,2024-04-24 15:00:00,11749549,0,EA95ADE974EDE8A7672769D41AA9C2D0,https://qvod2.vzan.com/clip/11749549/896620918/39c38a2043d748dea65fca380bd90093.m3u8?zbid=11749549&tpid=896620918&type=0
5806,https://inter.dayilive.com/live/page/1760178877,1760178877,0424 测试,0,是,2024-04-22 12:09:20,2024-04-24 19:37:36,11749549,0,1DAC779CE6A1B41993A3B065DC8F15E9,http://i3.vzan.cc/clip/11749549/1760178877/84064FBADA81465B.m3u8?zbid=11749549&tpid=1760178877&type=0
5806,https://inter.dayilive.com/live/page/2119948686,2119948686,0423 保髋专家论坛｜ 儿童及青少年保髋专题第七季第53期：软骨发育不良髋,0,是,2024-04-22 11:04:21,2024-04-23 19:00:00,11749549,0,9FBA8BE702D9E30897CC5E427612CD1E,https://qvod2.vzan.com/clip/11749549/2119948686/c3ddbbd2533047c889c20451485e2568.m3u8?zbid=11749549&tpid=2119948686&type=0
5806,https://inter.dayilive.com/live/page/1579646812,1579646812,"0426 消化新""季""元 · 西京医院胃肠手术大咖秀季刚教授团队（第十一季）",0,是,2024-04-21 16:21:49,2024-04-26 08:00:00,11749549,0,E579291F1BB9E252D0444AA4E0861FFF,https://qvod2.vzan.com/clip/11749549/1579646812/6333eed4347e466c9ede75787a073828.m3u8?zbid=11749549&tpid=1579646812&type=0
5806,https://inter.dayilive.com/live/page/934121243,934121243,0424 显微外科病例讨论+手术复盘·第四十七期：TFCC损伤｜国家临床中心多中心病例研讨会,0,是,2024-04-21 12:40:06,2024-04-24 18:30:00,11749549,0,A98993042CE47AFC1FCE68B2204E785F,https://qvod2.vzan.com/clip/11749549/934121243/cc75949e7971459b9e0567d843d9cad0.m3u8?zbid=11749549&tpid=934121243&type=0
5806,https://inter.dayilive.com/live/page/1292766273,1292766273,0423 “道肠论短 胃来可期”第24期｜星光直播－中国医科大学附属第一医院胃肠肿瘤外科手术直播,0,是,2024-04-21 12:29:57,2024-04-22 20:56:34,11749549,0,146553DD72FD2D19F74B5E2A4D1AC9BD,https://pull-hs1.vzan.com/11749549/843385117343117550/replay.1713866599.92831136.m3u8?zbid=11749549&tpid=1292766273&type=0
5806,https://inter.dayilive.com/live/page/375700249,375700249,0426 NRR杂志CNS文章一作面对面｜中科大刘强团队在Cell Metabolism上揭示谷氨酸代谢与衰老和认知衰退的新联系,0,是,2024-04-21 12:27:24,2024-04-26 20:00:00,11749549,0,6C7E051E61D74AF6AB6614E97576BEAD,https://qvod2.vzan.com/clip/11749549/375700249/54587289ac34473d91d3b7d1f3605294.m3u8?zbid=11749549&tpid=375700249&type=0
5806,https://inter.dayilive.com/live/page/673311870,673311870,0422 午间一点半点·康复分享会·第95期：肘管综合征&桡骨远端骨折,0,是,2024-04-19 16:27:45,2024-04-22 13:00:00,11749549,0,3F8344C45A86A37A13EC9D1BDAEA1A09,https://qvod2.vzan.com/clip/11749549/673311870/37366e23be8c4f16b6873122bf8d8252.m3u8?zbid=11749549&tpid=673311870&type=0
5806,https://inter.dayilive.com/live/page/1955560750,1955560750,0423 云南省骨科与运动康复临床医学研究中心｜云南省医学会骨科学分会｜云南省医学会数字医学分会｜云南省骨科专科联盟“昆华论骨”系列学术活动（25期）之脊柱微创专题,0,是,2024-04-19 16:10:10,2024-04-23 08:00:00,11749549,0,F06474B6CF1F74433AC56FD94F3ABE04,https://qvod2.vzan.com/clip/11749549/1955560750/d767afee90024c77b908bc110fdb2d1a.m3u8?zbid=11749549&tpid=1955560750&type=0
5806,https://inter.dayilive.com/live/page/1484851504,1484851504,0512 股骨头坏死与新材料转化论坛暨第二十届全国股骨头坏死学习班,0,是,2024-04-19 15:38:25,2024-05-11 09:00:00,11749549,0,073A7D44A527D2F28C3449986A12CA1C,https://qvod2.vzan.com/clip/11749549/1484851504/4e4a7d12af7447a293e1af8d832bcb72.m3u8?zbid=11749549&tpid=1484851504&type=0
5806,https://inter.dayilive.com/live/page/754873882,754873882,0511 股骨头坏死与新材料转化论坛暨第二十届全国股骨头坏死学习班,0,是,2024-04-19 15:37:38,2024-05-11 08:00:00,11749549,0,EB424FFF1A6970983F2634F7C56C537F,https://qvod2.vzan.com/clip/11749549/754873882/a1e74c1f23a642d5b0146f7559ab1e55.m3u8?zbid=11749549&tpid=754873882&type=0
5806,https://inter.dayilive.com/live/page/1320989090,1320989090,0511 2024骨坏死治疗新理念新技术新方法系列讲座·第二期：ONFH进展机制与治疗,0,是,2024-04-19 10:11:49,2024-05-11 08:10:00,11749549,0,4F877895A3A8E0F150C158646D73156D,https://qvod2.vzan.com/clip/11749549/1320989090/b3cc8a8c019441f0a053e34ac55e8cd0.m3u8?zbid=11749549&tpid=1320989090&type=0
5806,https://inter.dayilive.com/live/page/2114950123,2114950123,141 张楷教授｜Laennec膜入路胆道成形治疗Mirizzi综合征,0,是,2024-04-18 19:41:13,2024-04-18 19:41:30,11749549,0,3E3DE1067EE216E35C4C8F33C683DA5E,https://pull-hs1.vzan.com/11749549/004324829912784385/replay.1713671422.03732183.m3u8?zbid=11749549&tpid=2114950123&type=0
5806,https://inter.dayilive.com/live/page/1481163526,1481163526,140 张楷教授｜腹腔镜下胆总管切开取石+胆管支架置入+残余胆囊切除术,0,是,2024-04-18 19:39:48,2024-04-18 19:40:15,11749549,0,91C468D9765655920683D1AFEDC30CE0,https://pull-hs1.vzan.com/11749549/477019393931260499/replay.1713504647.25547139.m3u8?zbid=11749549&tpid=1481163526&type=0
5806,https://inter.dayilive.com/live/page/1254099833,1254099833,139 张楷教授｜腹腔镜下胆总管切开取石（I期缝合）+胆管支架置入+胆囊切除术,0,是,2024-04-18 19:38:51,2024-04-18 19:39:07,11749549,0,B4240AF7417C53634C08A0598A63D4EF,https://pull-hs1.vzan.com/11749549/255699702969338272/replay.1713670883.44926374.m3u8?zbid=11749549&tpid=1254099833&type=0
5806,https://inter.dayilive.com/live/page/1048104678,1048104678,138 张楷教授｜腹腔镜再次胆道探查术,0,是,2024-04-18 19:37:52,2024-04-18 19:38:07,11749549,0,7AB5DC804BDD87B5E98AD0AA312E7861,https://pull-hs1.vzan.com/11749549/337084790805433340/replay.1713503854.32668420.m3u8?zbid=11749549&tpid=1048104678&type=0
5806,https://inter.dayilive.com/live/page/856816252,856816252,137 张楷教授｜单孔腹腔镜胆囊切除术,0,是,2024-04-18 19:36:46,2024-04-18 19:37:02,11749549,0,F4E61E1BB02562F59BEEE37A67360C56,https://pull-hs1.vzan.com/11749549/634135532408427206/replay.1713669067.49386118.m3u8?zbid=11749549&tpid=856816252&type=0
5806,https://inter.dayilive.com/live/page/945107611,945107611,"0422   友胃来·谊肠聚 星光熠熠,“胃”你而来｜胃肠手术直播",0,是,2024-04-18 19:18:38,2024-04-22 09:00:00,11749549,0,9D0EDB53FF3ED23A236109BE084A9D20,https://qvod2.vzan.com/clip/11749549/945107611/82c466fd81e64afe8ad5737677a42762.m3u8?zbid=11749549&tpid=945107611&type=0
5806,https://inter.dayilive.com/live/page/286551635,286551635,0426 训练伤防治与全民健身指导专家论坛·第三十八期·专家讲座：改良髋关节外科脱位在治疗股骨头坏死中的运用,0,是,2024-04-17 16:02:52,2024-04-26 19:00:00,11749549,0,546326DC145D95F94FED406FD1B814AB,https://qvod2.vzan.com/clip/11749549/286551635/bceddae16bf44b0ea2c84ebd227501f0.m3u8?zbid=11749549&tpid=286551635&type=0
5806,https://inter.dayilive.com/live/page/1107620507,1107620507,0419 大兴胃肠外科第三期科室开放日手术直播,0,是,2024-04-17 15:40:57,2024-04-21 18:58:00,11749549,0,6825528669586220F1F7205A4BB43919,https://qvod2.vzan.com/clip/11749549/1107620507/86db2778ef4b4fb3b07d595b203d7d51.m3u8?zbid=11749549&tpid=1107620507&type=0
5806,https://inter.dayilive.com/live/page/1109192894,1109192894,39期：直播周复盘：腹腔镜门静脉流域解剖性肝切除（LPTAR）技术标准全面剖析和探讨“一个永远画不圆的圈”or“行则必至的远方”？｜【20240429】腔腔三人行第三十九期,0,是,2024-04-17 15:34:48,2024-04-29 20:00:00,11749549,0,8163B7838C76042B8BCA43677AACFD1B,https://qvod2.vzan.com/clip/11749549/1109192894/fbefa48bec544bb8a4bdf61f6f8d246f.m3u8?zbid=11749549&tpid=1109192894&type=0
5806,https://inter.dayilive.com/live/page/2106377949,2106377949,0421 第194期精讲会【骨盆骨折篇】,0,是,2024-04-17 15:09:57,2024-04-21 18:58:00,11749549,0,632861219C55B189E24215E181915099,https://qvod2.vzan.com/clip/11749549/2106377949/7446c37249484b708a62f534852d21db.m3u8?zbid=11749549&tpid=2106377949&type=0
5806,https://inter.dayilive.com/live/page/111414234,111414234,0425 青年耳科沙龙病例讨论第四期－继发性胆脂瘤的诊断和治疗,0,是,2024-04-17 09:45:52,2024-04-25 20:00:00,11749549,0,E8DF89C20380D91166036CD170A2DE61,https://qvod2.vzan.com/clip/11749549/111414234/4f4648397b0b43eca3d11843aa5ef516.m3u8?zbid=11749549&tpid=111414234&type=0
5806,https://inter.dayilive.com/live/page/1729774724,1729774724,0421 北京友谊医院平谷医院第二届京东医政管理沙龙,0,是,2024-04-16 09:19:48,2024-04-21 08:15:00,11749549,0,36BA5EA2B47BA9E266429277061E88AB,https://qvod2.vzan.com/clip/11749549/1729774724/0e544ab206024c76bff60f3419568645.m3u8?zbid=11749549&tpid=1729774724&type=0
5806,https://inter.dayilive.com/live/page/934431957,934431957,0425 先天性半椎体的处理策略｜李利【解放军总医院骨科医学部进修讲堂·第六期】,0,是,2024-04-16 09:03:02,2024-04-25 19:30:00,11749549,0,072A1316ABDC61C3A04E9EFD7D9151BE,https://pull-hs1.vzan.com/11749549/151064714639139731/replay.1714050038.67223296.m3u8?zbid=11749549&tpid=934431957&type=0
5806,https://inter.dayilive.com/live/page/1407185058,1407185058,0417 桡动脉掌浅支腕横纹皮瓣解剖及临床应用｜唐山二院解剖课堂,0,是,2024-04-16 08:47:27,2024-04-17 15:00:00,11749549,0,362A2CF44EC7E1627BCEA6C2B4011D53,https://qvod2.vzan.com/clip/11749549/1407185058/761afa399d2f49ed860accdbccb4c68b.m3u8?zbid=11749549&tpid=1407185058&type=0
5806,https://inter.dayilive.com/live/page/1737943279,1737943279,4月28日 显微专场直播间｜国家骨科与运动康复临床医学研究中心河南分中心揭牌仪式暨科技志愿服务行郑州行系列手术直播,0,是,2024-04-15 15:44:08,2024-04-28 09:00:00,11749549,0,D549FB49866E18AE989226319088728F,https://qvod2.vzan.com/clip/11749549/1737943279/08a4f3482a5c4e9b9f7998b93e27eae6.m3u8?zbid=11749549&tpid=1737943279&type=0
5806,https://inter.dayilive.com/live/page/654899595,654899595,4月28日 运医关节专场直播间｜国家骨科与运动康复临床医学研究中心河南分中心揭牌仪式暨科技志愿服务行郑州行系列手术直播,0,是,2024-04-15 15:43:30,2024-04-28 09:00:00,11749549,0,E3CD4184C3D8E31092FC9022122A4DCE,https://qvod2.vzan.com/clip/11749549/654899595/db474a72e2174785978a10db3f55bd60.m3u8?zbid=11749549&tpid=654899595&type=0
5806,https://inter.dayilive.com/live/page/1091364334,1091364334,4月27日 关节专场直播间｜国家骨科与运动康复临床医学研究中心河南分中心揭牌仪式暨科技志愿服务行郑州行系列手术直播,0,是,2024-04-15 15:41:43,2024-04-27 12:00:00,11749549,0,C076752DC9A33D984AAF4EAF1F9A6FC1,https://qvod2.vzan.com/clip/11749549/1091364334/017be0dc23b74cd4a3ecdcf506add1df.m3u8?zbid=11749549&tpid=1091364334&type=0
5806,https://inter.dayilive.com/live/page/1531256143,1531256143,4月27日 创伤专场直播间｜国家骨科与运动康复临床医学研究中心河南分中心揭牌仪式暨科技志愿服务行郑州行系列手术直播,0,是,2024-04-15 15:39:56,2024-04-27 12:00:00,11749549,0,9E67D08C86F2CDC4F346C1E0F3C44AC0,https://qvod2.vzan.com/clip/11749549/1531256143/78c2e4d7953645ba9771893d3ac3cec8.m3u8?zbid=11749549&tpid=1531256143&type=0
5806,https://inter.dayilive.com/live/page/840994501,840994501,0424 先髋之道-体系化课程进阶篇·第四期,0,是,2024-04-15 15:26:26,2024-04-24 19:30:00,11749549,0,54C39297E0603206C9DF5C271E642FFA,https://qvod2.vzan.com/clip/11749549/840994501/864bab02c63f4b6e84337046e02b4f9f.m3u8?zbid=11749549&tpid=840994501&type=0
5806,https://inter.dayilive.com/live/page/145886204,145886204,4月26日直播间,0,是,2024-04-13 19:30:38,2024-04-26 08:30:00,11749549,2,A1C19B0745F33CF9EA8E52E8E35FED50,https://material-tx.vzan.com/live/11749549/mps/20240427/7e468b9884824c78b42f73346b5a862f/496e3f69ea984eaebcd75a67a16ca52a.m3u8?zbid=11749549&tpid=145886204&type=0
5806,https://inter.dayilive.com/live/page/2105545622,2105545622,徐晓武 | 腹腔镜胰十二指肠切除术 (钩突癌侵犯肠系膜血管后方，结肠下联合原位动脉入路),0,是,2024-04-12 22:16:54,2024-04-13 00:16:54,11749549,0,80451D16E470123D8CEB6554B394297C,https://qvod2.vzan.com/clip/11749549/2105545622/071b09cf160b41e684a8c79ca6d7333e.m3u8?zbid=11749549&tpid=2105545622&type=0
5806,https://inter.dayilive.com/live/page/511346342,511346342,储开建｜如何做好术后标本剖检和摄影,0,是,2024-04-12 22:00:50,2024-04-12 22:01:09,11749549,2,D7BE3438535E5637BD68E9A31BC7C7EF,https://material-tx.vzan.com/live/11749549/mps/20240413/91ba421c842b49dfb40f208019b204fe/2f900240e52d4cbc9adc31c9ceb38147.m3u8?zbid=11749549&tpid=511346342&type=0
5806,https://inter.dayilive.com/live/page/1510720065,1510720065,0415 午间一点半点·康复分享会·第94期：肘关节脱位&尺骨鹰嘴骨折,0,是,2024-04-12 15:16:21,2024-04-15 13:00:00,11749549,0,7100B0BC1EDDB0F3AB6A5BF884108FD2,https://qvod2.vzan.com/clip/11749549/1510720065/d2ddb22993064261852205a4ff1d5961.m3u8?zbid=11749549&tpid=1510720065&type=0
5806,https://inter.dayilive.com/live/page/105282330,105282330,志存高远 鹏程万里｜郑志鹏团队肝胆手术直播系列第三期－腹腔镜肝S6段切除+软硬镜结合胆管切开取石术,0,是,2024-04-12 14:53:34,2024-04-15 09:00:00,11749549,0,64F723BF84908E1CFB16FD631A671D17,https://qvod2.vzan.com/clip/11749549/105282330/13f6c4b93fb54bc5be5cf8f0516b3c60.m3u8?zbid=11749549&tpid=105282330&type=0
5806,https://inter.dayilive.com/live/page/1527805502,1527805502,4月27日直播间,0,是,2024-04-10 10:39:01,2024-04-27 09:30:00,11749549,0,B6FCE0BCCFBFED721EFBA5B27B824B8D,https://qvod2.vzan.com/clip/11749549/1527805502/81b466e9c5e94410a50dae5b10e9b572.m3u8?zbid=11749549&tpid=1527805502&type=0
5806,https://inter.dayilive.com/live/page/1281162961,1281162961,0414 第193期精讲会【骨盆骨折篇】｜黄平 易成腊,0,是,2024-04-10 10:27:58,2024-04-14 19:00:00,11749549,0,5A2B7289505AC8AA7076A9C212715E99,https://qvod2.vzan.com/clip/11749549/1281162961/f45cb686206b4679b9f5078455b4bb70.m3u8?zbid=11749549&tpid=1281162961&type=0
5806,https://inter.dayilive.com/live/page/233477463,233477463,0418 人工全髋关节置换的理论和实践｜柴伟【解放军总医院骨科医学部进修讲堂·第五期】,0,是,2024-04-09 18:55:54,2024-04-18 19:30:00,11749549,0,253C282E83DAD4649CFDB544EDA68369,https://qvod2.vzan.com/clip/11749549/233477463/ce28751918a64cf49c429a0a4edc3aa6.m3u8?zbid=11749549&tpid=233477463&type=0
5806,https://inter.dayilive.com/live/page/1880704094,1880704094,0417 骨科康复理论技术研讨专题·第33期：慢性肌骨疼痛康复诊疗实践中的思考,0,是,2024-04-09 11:06:24,2024-04-17 19:00:00,11749549,0,9D824BCB917BE5574FBE5BF9C722E544,https://qvod2.vzan.com/clip/11749549/1880704094/68c32f0fc6bd4d7cacb88b7b483234a9.m3u8?zbid=11749549&tpid=1880704094&type=0
5806,https://inter.dayilive.com/live/page/1586020123,1586020123,0410 第二掌背动脉皮瓣的解剖及临床应用｜手指软组织损伤的MR表现｜唐山二院解剖课堂,0,是,2024-04-08 20:28:36,2024-04-10 15:00:00,11749549,0,54442381403758F6EDF2EB573DC87EA1,https://qvod2.vzan.com/clip/11749549/1586020123/aa0f4ffd5e95479783ca606075296506.m3u8?zbid=11749549&tpid=1586020123&type=0
5806,https://inter.dayilive.com/live/page/634072687,634072687,0410 显微外科病例讨论+手术复盘·第四十六期：复拇畸形（第一篇 蟹钳式复拇畸形）｜国家临床中心多中心病例研讨会,0,是,2024-04-08 18:43:26,2024-04-10 18:47:55,11749549,0,42D103E59E5405A38A6C476B9DDC560D,https://qvod2.vzan.com/clip/11749549/634072687/89b25dab993a4bf6ae9a8f8dd33fb87f.m3u8?zbid=11749549&tpid=634072687&type=0
5806,https://inter.dayilive.com/live/page/1754924260,1754924260,0409 国产关节机器人系列手术直播－机器人辅助复杂初次髋、膝关节置换新理论与新技术系列直播（一）,0,是,2024-04-07 21:08:49,2024-04-09 08:30:00,11749549,0,2EFB93E5E6F8F96C260AF2D95F8DCBB4,https://qvod2.vzan.com/clip/11749549/1754924260/50fe82bfe5314a3d90989cbb9997c35b.m3u8?zbid=11749549&tpid=1754924260&type=0
5806,https://inter.dayilive.com/live/page/657123350,657123350,213 陈鸣宇教授｜腹腔镜下胰十二指肠切除术（左侧站位）,0,是,2024-04-07 10:04:23,2024-04-07 10:04:49,11749549,0,6EF32EE97D0B26396C4A7788A93CCA62,https://pull-hs1.vzan.com/11749549/391832138311376764/replay.1712478526.44281493.m3u8?zbid=11749549&tpid=657123350&type=0
5806,https://inter.dayilive.com/live/page/1188130676,1188130676,212 赵国栋教授｜机器人中肝联合肝外胆管切除，左肝管空肠吻合+B6空肠桥接术 （肝内ICC侵犯肝门）,0,是,2024-04-07 10:03:20,2024-04-07 10:03:49,11749549,0,67D14AE22091508D8404012477DCDAFC,https://pull-hs1.vzan.com/11749549/860246491726633086/replay.1712480542.09304222.m3u8?zbid=11749549&tpid=1188130676&type=0
5806,https://inter.dayilive.com/live/page/949865917,949865917,胰路晓谈手术直播系列－胰腺神经内分泌肿瘤手术直播第二季：胰头无功能小pNET的处理原则与策略,0,是,2024-04-06 14:50:31,2024-04-11 08:50:00,11749549,0,D8C3CF51570EA60B27DD22A8B23A11EB,https://qvod2.vzan.com/clip/11749549/949865917/9b58328b05dd458a89755af858e64c84.m3u8?zbid=11749549&tpid=949865917&type=0
5806,https://inter.dayilive.com/live/page/1346521858,1346521858,0409 保髋专家论坛｜ 髋关节镜知识与技术第七季第52期：髋关节滑膜软骨瘤病的诊治技巧,0,是,2024-04-05 22:07:00,2024-04-09 19:00:00,11749549,0,65720A64778EEDA5005A5F0AF2E728F4,https://qvod2.vzan.com/clip/11749549/1346521858/9366960e85e24e0f9e51f70927faa774.m3u8?zbid=11749549&tpid=1346521858&type=0
5806,https://inter.dayilive.com/live/page/836802635,836802635,张赟建教授 | 达芬奇乳房皮下腺体切除术,0,是,2024-04-05 14:40:28,2024-04-05 14:40:47,11749549,2,FEFA31C86E109EE6760F8F89A664A865,https://material-tx.vzan.com/live/11749549/mps/20240405/b5ab0213f9d942feb46ce30b2e046cd0/044b8fbaa0dc46a1a4a34788dd927d5c.m3u8?zbid=11749549&tpid=836802635&type=0
5806,https://inter.dayilive.com/live/page/1663476560,1663476560,0411 骨盆骨折｜张立海【解放军总医院骨科医学部进修讲堂·第四期】,0,是,2024-04-05 14:28:09,2024-04-11 19:30:00,11749549,0,80817987F62A60845CBEBCA25E7F8E41,https://qvod2.vzan.com/clip/11749549/1663476560/c07e2bfde2074ae9badc7003e020b304.m3u8?zbid=11749549&tpid=1663476560&type=0
5806,https://inter.dayilive.com/live/page/802667955,802667955,0409 云南省骨科与运动康复临床医学研究中心｜云南省医学会骨科学分会｜云南省医学会数字医学分会｜云南省骨科专科联盟“昆华论骨”系列学术活动（24期）之脊柱微创专题,0,是,2024-04-05 14:20:32,2024-04-09 08:00:00,11749549,0,AC808ABF28C279ADDE0DADD3722D8627,https://qvod2.vzan.com/clip/11749549/802667955/a1f80e7c18f14900b0f3d5a466200e48.m3u8?zbid=11749549&tpid=802667955&type=0
5806,https://inter.dayilive.com/live/page/1993681454,1993681454,0412 训练伤防治与全民健身指导专家论坛·第三十七期·专家讲座：急性踝关节外侧副韧带三度撕裂需要着急手术吗？,0,是,2024-04-03 15:06:29,2024-04-12 19:00:00,11749549,0,980A560EFE8535AB435BCEBF5C3F00FE,https://qvod2.vzan.com/clip/11749549/1993681454/433b3d4de2604d0ca4b5a1fb19bab908.m3u8?zbid=11749549&tpid=1993681454&type=0
5806,https://inter.dayilive.com/live/page/284055314,284055314,0407 第192期精讲会【骨盆骨折篇】｜高彦军 易成腊,0,是,2024-04-03 14:54:39,2024-04-03 16:54:39,11749549,0,01974CC0AE5ED9551633334686601C52,https://qvod2.vzan.com/clip/11749549/284055314/06294bfaf9ec438eb1138b89695e3a31.m3u8?zbid=11749549&tpid=284055314&type=0
